@  id    name        volt      Eq            R         X         B             I_node            J_node           I_P          I_Q          J_P          J_Q          I_off        J_off        Ih          Pi_meas          Qi_meas          Pj_meas          Qj_meas           I_nd          J_nd         I_bs          J_bs         I_island     J_island     R*              X*              B*
// 序号  交流线路名  电压等级  等值线路标志  线路电阻  线路电抗  线路单端电纳  I端所在拓扑节点   J端所在拓扑节点  I端有功功率  I端无功功率  J端有功功率  J端无功功率  I端开断标志  J端开断标志  允许载流量  I端有功功率量测  I端无功功率量测  J端有功功率量测  J端无功功率量测   I端物理节点   J端物理节点  I端计算节点   J端计算节点  I端电气岛号  J端电气岛号  线路电阻标幺值  线路电抗标幺值  线路单端电纳标幺值
#  1228  吉林.嘉米乙线  220  0  0.405592  2.951432  1.983884e-05  吉林.米沙子变.220.2543   东北.龙嘉站.220.2477    -64.468     11.860     64.502    -13.704  0  0   1500.000    -60.06     10.89     63.43    -12.77  33531  33332  2543  2477  0  0  0.000767  0.005579  0.010495
#  1229  东北.兴甜1号线  500  0  2.010000  24.590000  2.020000e-04  东北.兴安站.500.369   东北.甜水站.500.2490     76.839    -60.624    -76.797    -52.204  0  0   2000.000     63.90    -44.40    -63.05    -70.06  29612  33513  369  2490  0  0  0.000729  0.008922  0.556763
#  1230  东北.兴甜2号线  500  0  2.000000  24.500000  2.020000e-04  东北.兴安站.500.369   东北.甜水站.500.2490     77.122    -60.631    -77.080    -52.196  0  0   2000.000     64.20    -39.30    -60.01    -75.24  29614  33511  369  2490  0  0  0.000726  0.008889  0.556763
#  1231  吉林.浑金甲线  220  0  0.669856  3.539976  1.146488e-05  吉林.浑江厂.220.2210   吉林.金英变.220.2549     -5.871      1.176      5.871     -2.412  0  0    800.000     -6.02      0.50      6.02     -3.01  33007  33559  2210  2549  0  0  0.001266  0.006692  0.006065
#  1232  吉林.浑金乙线  220  0  0.512556  2.831884  8.386364e-06  吉林.浑江厂.220.2210   吉林.金英变.220.2549     -7.367      1.736      7.367     -2.639  0  0    800.000     -6.69      1.60      6.69     -2.68  33008  33560  2210  2549  0  0  0.000969  0.005353  0.004436
#  1233  吉林.金郑线  220  0  4.529757  25.285614  9.996488e-05  吉林.金英变.220.2549   吉林.郑家变.220.2340     -5.702     -9.443      5.706     -1.361  0  0    800.000     -5.35     -7.36      5.23     -1.90  33563  32995  2549  2340  0  0  0.008563  0.047799  0.052881
#  1234  吉林.靖金线  220  0  4.958580  29.123732  9.597521e-05  吉林.靖宇变.220.2308   吉林.金英变.220.2549      0.000      0.000      0.000      0.000  1  1    800.000      0.00      0.00      0.00      0.00  33455  33562  2308  2549  0  0  0.009373  0.055054  0.050771
#  1235  吉林.金梅线  220  0  7.096892  39.895638  1.437273e-04  吉林.金英变.220.2549   吉林.梅河变.220.2312    -15.044    -16.581     15.084      1.143  0  0    800.000    -14.72    -16.06     15.60      1.60  33564  32958  2549  2312  0  0  0.013416  0.075417  0.076032
#  1236  吉林.金六线  220  0  1.250656  6.891675  2.271281e-05  吉林.金英变.220.2549   吉林.六道江变.220.2485    -39.812     13.455     39.854    -15.677  0  0    800.000    -38.80     12.38     38.60    -14.47  33561  33226  2549  2485  0  0  0.002364  0.013028  0.012015
#  1237  吉林.嘉春甲线  220  0  1.511532  11.410299  1.046405e-04  东北.龙嘉站.220.2477   吉林.长春变.220.2551     73.273    -22.756    -73.110     12.960  0  0   1500.000     72.78    -20.10    -71.91     10.60  34697  33580  2477  2551  0  0  0.002857  0.021570  0.055355
#  1238  吉林.春平线  220  0  0.551760  2.739440  9.000000e-06  吉林.长春变.220.2551   吉林.平泉变.220.2422     29.927     -8.649    -29.917      7.749  0  0    400.000     29.64    -11.19    -29.90      4.72  33586  34721  2551  2422  0  0  0.001043  0.005179  0.004761
#  1239  吉林.梨梨甲线  220  0  1.533312  9.276344  3.527892e-05  东北.梨树站.220.2426   吉林.梨明变.220.2553     -5.317      5.610      5.320     -9.423  0  0    800.000     -3.85      6.87      4.29     -9.90  33587  33590  2426  2553  0  0  0.002899  0.017536  0.018663
#  1240  吉林.梨梨乙线  220  0  1.540088  9.294251  3.527892e-05  东北.梨树站.220.2426   吉林.梨明变.220.2553     -5.304      5.597      5.306     -9.410  0  0    800.000     -3.85      6.87      4.29    -10.56  33588  33591  2426  2553  0  0  0.002911  0.017569  0.018663
#  1241  吉林.明丰甲线  220  0  6.030600  24.122400  1.087190e-04  吉林.明城变.220.2174   东北.东丰站.220.2415     -1.798      8.833      1.822    -20.767  0  0    845.000      0.00      6.86      1.61    -18.33  33599  33158  2174  2415  0  0  0.011400  0.045600  0.057512
#  1242  吉林.明丰乙线  220  0  6.030600  24.122400  1.087190e-04  吉林.明城变.220.2174   东北.东丰站.220.2415     -1.798      8.833      1.822    -20.767  0  0    845.000      0.00      6.34      0.00    -18.01  33600  33601  2174  2415  0  0  0.011400  0.045600  0.057512
#  1243  吉林.金伊线  220  0  5.300284  25.091528  8.941942e-05  东北.金城站.220.2535   吉林.伊通变.220.2288    108.611     19.236   -107.378    -22.713  0  0    800.000    104.69     21.50   -103.93    -25.42  33504  34691  2535  2288  0  0  0.010019  0.047432  0.047303
#  1244  吉林.汽三甲线  220  0  0.502392  3.680336  1.983265e-05  吉林.汽车变.220.2555   吉林.三家子变.220.2444     98.846     31.737    -98.743    -33.080  0  0   1600.000    100.19     26.51    -97.00    -28.00  34704  34726  2555  2444  0  0  0.000950  0.006957  0.010491
#  1245  吉林.汽三乙线  220  0  0.507232  3.689048  1.983250e-05  吉林.汽车变.220.2555   吉林.三家子变.220.2444     98.631     31.560    -98.528    -32.904  0  0   1600.000    100.75     26.51    -98.00    -29.00  34705  34725  2555  2444  0  0  0.000959  0.006974  0.010491
#  1246  吉林.热汽甲线  220  0  0.136004  0.834900  5.745868e-06  吉林.长春三热厂.220.2446   吉林.汽车变.220.2555     86.707     36.599    -86.684    -37.069  0  0   1600.000     87.07     34.16    -88.47    -35.16  34727  34706  2446  2555  0  0  0.000257  0.001578  0.003040
#  1247  吉林.热汽乙线  220  0  0.146168  0.819412  5.745868e-06  吉林.长春三热厂.220.2446   吉林.汽车变.220.2555     88.673     35.870    -88.648    -36.338  0  0   1600.000     87.07     34.16    -89.03    -35.16  34728  34707  2446  2555  0  0  0.000276  0.001549  0.003040
#  1248  吉林.海和甲线  220  0  3.856996  23.185535  7.012810e-05  吉林.海兰变.220.2557   吉林.和龙变.220.2185      8.159     -6.330     -8.153     -1.013  0  0    800.000      8.01     -5.60     -7.59     -2.42  34712  34717  2557  2185  0  0  0.007291  0.043829  0.037098
#  1249  吉林.海和乙线  220  0  3.856996  23.185535  7.012810e-05  吉林.海兰变.220.2557   吉林.和龙变.220.2185      8.159     -6.330     -8.153     -1.013  0  0    800.000      7.58     -6.04     -7.86     -1.95  34713  34718  2557  2185  0  0  0.007291  0.043829  0.037098
#  1250  吉林.西海甲线  220  0  2.258344  13.711236  3.772727e-05  吉林.海兰变.220.2557   吉林.延西变.220.2389    -21.603     -6.510     21.624      2.663  0  0    800.000    -18.71      3.47     18.71     -9.00  34714  34719  2557  2389  0  0  0.004269  0.025919  0.019958
#  1251  吉林.西海乙线  220  0  2.230756  13.733985  3.772727e-05  吉林.海兰变.220.2557   吉林.延西变.220.4224    -15.201     10.095     15.217    -13.953  0  0    800.000    -18.91      2.76     18.50     -8.20  34715  34720  2557  4224  0  0  0.004217  0.025962  0.019958
#  1252  吉林.公巨线  220  0  4.099964  19.745747  7.236777e-05  吉林.公主岭变.220.2284   吉林.巨丰变.220.2391      0.000     -0.000      0.000     -7.834  1  0    800.000      0.00      0.00      0.00     -9.33  32895  33147  2284  2391  0  0  0.007750  0.037327  0.038283
#  1253  吉林.金公甲线  220  0  5.490012  29.979927  8.966943e-05  东北.金城站.220.2535   吉林.公主岭变.220.2284    108.438     17.669   -107.172    -20.086  0  0    800.000    110.71     16.19   -108.22    -20.47  33507  33517  2535  2284  0  0  0.010378  0.056673  0.047435
#  1254  吉林.金公乙线  220  0  4.210800  19.359999  1.477273e-05  东北.金城站.220.2535   吉林.公主岭变.220.2284      0.000      0.000      0.000      0.000  1  1    700.000      0.00      0.00      0.00      0.00  33506  32899  2535  2284  0  0  0.007960  0.036597  0.007815
#  1255  吉林.三平线  220  0  1.911800  9.488337  3.441529e-05  吉林.三家子变.220.2444   吉林.平泉变.220.2423     41.231    -10.195    -41.167      6.889  0  0    400.000     40.00    -19.00    -41.74      0.78  34729  34723  2444  2423  0  0  0.003614  0.017936  0.018206
#  1256  吉林.敦明甲线  220  0  5.144920  29.025480  1.000806e-04  吉林.敦化变.220.2316   吉林.明月变.220.2559      1.010    -18.033     -0.993      7.718  0  0    845.000     -0.63    -18.85      0.00      8.72  34785  34771  2316  2559  0  0  0.009726  0.054869  0.052943
#  1257  吉林.敦明乙线  220  0  5.079096  29.055489  1.000806e-04  吉林.敦化变.220.2316   吉林.明月变.220.2559      1.040    -18.023     -1.023      7.708  0  0    845.000     -0.63    -18.94      0.00      8.80  34786  34770  2316  2559  0  0  0.009601  0.054925  0.052943
#  1258  吉林.明海甲线  220  0  4.744652  26.813114  6.402480e-05  吉林.明月变.220.2559   吉林.海兰变.220.2557     -4.061     -6.146      4.063     -0.559  0  0    800.000     -5.05     -6.91      5.09     -2.17  34773  34783  2559  2557  0  0  0.008969  0.050686  0.033869
#  1259  吉林.明海乙线  220  0  4.819672  26.922501  6.402480e-05  吉林.明月变.220.2559   吉林.海兰变.220.2557     -4.048     -6.126      4.051     -0.580  0  0    800.000     -5.05     -6.87      4.97     -2.13  34772  34784  2559  2557  0  0  0.009111  0.050893  0.033869
#  1260  吉林.三广线  220  0  3.178428  16.699453  6.765702e-05  吉林.三井子风场.220.2561   吉林.广发变.220.2532      0.115     -8.947     -0.114      1.667  0  0    800.000     -0.62     -6.86      0.00      1.47  34794  34795  2561  2532  0  0  0.006008  0.031568  0.035791
#  1261  东北.吉包#1线  500  0  0.569200  7.187100  8.600000e-05  东北.吉林东站.500.2564   东北.包家站.500.2266     60.415    -97.956    -60.396     50.234  0  0   1500.000     61.89   -107.79    -56.66     66.63  34801  33105  2564  2266  0  0  0.000207  0.002608  0.237038
#  1262  东北.平吉#1线  500  0  2.789300  31.352999  4.380000e-04  东北.平安站.500.2408   东北.吉林东站.500.2564    356.926    -47.982   -355.620     30.908  0  0   1500.000    348.75    -49.57   -365.98     34.09  35093  34798  2408  2564  0  0  0.001012  0.011375  1.207237
#  1263  吉林.吉蛟甲线  220  0  5.611012  27.844038  1.009959e-04  东北.吉林东站.220.2565   吉林.蛟河变.220.2247     -8.189      1.075      8.201    -11.652  0  0    800.000     -8.49      0.00      7.72    -11.26  34805  34830  2565  2247  0  0  0.010607  0.052635  0.053427
#  1264  吉林.吉蛟乙线  220  0  5.600848  27.795149  1.008182e-04  东北.吉林东站.220.2565   吉林.蛟河变.220.2247     -8.204      1.096      8.215    -11.654  0  0    800.000     -8.55      0.00      7.72    -11.58  34806  34831  2565  2247  0  0  0.010588  0.052543  0.053333
#  1265  吉林.吉东甲线  220  0  1.005268  5.265920  6.549586e-05  东北.吉林东站.220.2565   吉林.铁东变.220.2336     85.359     16.203    -85.212    -22.326  0  0   1220.000     89.20     22.89    -88.74    -24.97  34803  34839  2565  2336  0  0  0.001900  0.009954  0.034647
#  1266  吉林.吉东乙线  220  0  1.027048  5.317225  6.549586e-05  东北.吉林东站.220.2565   吉林.铁东变.220.2336     84.542     15.822    -84.396    -21.953  0  0   1220.000     89.59     15.85    -89.06    -18.50  34804  34840  2565  2336  0  0  0.001941  0.010051  0.034647
#  1267  吉林.吉金甲线  220  0  1.124816  6.270220  3.380992e-05  东北.吉林东站.220.2565   吉林.金珠变.220.2518     22.054     26.540    -22.027    -29.942  0  0   1220.000     19.93     29.86    -21.30    -33.23  34810  34837  2565  2518  0  0  0.002126  0.011853  0.017885
#  1268  吉林.吉金乙线  220  0  1.124816  5.786220  3.380992e-05  东北.吉林东站.220.2565   吉林.金珠变.220.2518     24.276     28.477    -24.243    -31.867  0  0   1220.000     18.68     32.04    -24.52    -34.57  34811  34838  2565  2518  0  0  0.002126  0.010938  0.017885
#  1269  吉林.吉舒乙线  220  0  6.964397  27.857590  1.031467e-04  东北.吉林东站.220.2565   吉林.舒兰变.220.2177     48.232     -8.724    -47.924     -0.883  0  0    600.000     50.72     -4.80    -50.84     -3.86  34809  34832  2565  2177  0  0  0.013165  0.052661  0.054565
#  1270  吉林.梨富乙线  220  0  4.189988  18.885197  8.078512e-05  吉林.致富变.220.2219   东北.梨树站.220.2426    -49.761     -3.085     49.953     -4.790  0  0    845.000    -49.21     -2.25     48.74     -3.52  34833  34842  2219  2426  0  0  0.007921  0.035700  0.042735
#  1271  吉林.东南甲线  220  0  2.423872  12.029336  4.363223e-05  吉林.铁东变.220.2336   吉林.城南变.220.2245     -6.890     -7.458      6.893      2.896  0  0    800.000     -7.72     -7.04      7.07      1.93  33390  33411  2336  2245  0  0  0.004582  0.022740  0.023081
#  1272  吉林.东南乙线  220  0  2.423872  12.584001  4.363223e-05  吉林.铁东变.220.2336   吉林.城南变.220.2245     -6.555     -7.295      6.558      2.732  0  0    800.000     -7.48     -6.92      7.07      1.93  33026  33401  2336  2245  0  0  0.004582  0.023788  0.023081
#  1273  吉林.黑镇线  220  0  0.029524  0.149072  8.595040e-07  吉林.黑鱼泡风场.220.2473   吉林.镇赉变.220.2249     32.692      1.084    -32.691     -1.176  0  0    600.000     32.49     -2.13    -32.89      0.26  33266  34843  2473  2249  0  0  0.000056  0.000282  0.000455
#  1274  吉林.白临线  220  0  4.135779  20.524988  7.444835e-05  吉林.白山变.220.2272   吉林.临江变.220.2227      4.169    -12.564     -4.162      4.533  0  0    800.000      3.20    -12.40     -3.82      4.88  34853  32921  2272  2227  0  0  0.007818  0.038800  0.039383
#  1275  吉林.永农线  220  0  5.871041  23.484165  7.865908e-05  吉林.永安风场.220.2570   吉林.农安变.220.2334     -0.773     24.570      0.865    -32.363  0  0    610.000     -0.40     22.37      1.12    -30.70  34856  34841  2570  2334  0  0  0.011098  0.044394  0.041611
#  1276  吉林.甜镇线  220  0  2.955304  11.821216  1.030992e-04  东北.甜水站.220.2491   吉林.镇赉变.220.2249    -55.887    -15.859     56.063      5.331  0  0   1200.000    -57.30    -17.22     56.50      6.12  34859  32919  2491  2249  0  0  0.005587  0.022346  0.054539
#  1277  吉林.乔白线  220  0  0.968000  6.533032  9.554752e-06  吉林.乔嘉变.220.2572   吉林.白城变.220.2208     13.043      4.914    -13.040     -5.929  0  0    845.000     10.66      0.84    -11.25     -5.44  34871  34888  2572  2208  0  0  0.001830  0.012350  0.005054
#  1278  吉林.甜乔甲线  220  0  1.239524  6.728085  2.155269e-05  东北.甜水站.220.2491   吉林.乔嘉变.220.2572    -30.559    -11.391     30.583      9.179  0  0   1400.000    -30.66     -9.65     30.11      5.20  34889  34870  2491  2572  0  0  0.002343  0.012718  0.011401
#  1279  吉林.甜乔乙线  220  0  1.253076  6.816656  2.139463e-05  东北.甜水站.220.2491   吉林.乔嘉变.220.2572    -30.160    -11.262     30.183      9.066  0  0   1400.000    -29.95     -9.25     29.96      4.40  34890  34869  2491  2572  0  0  0.002369  0.012886  0.011318
#  1280  吉林.热乔甲线  220  0  0.720192  3.572888  1.291322e-05  吉林.乔嘉变.220.2572   吉林.白城热电厂.220.2540    -41.087     -6.547     41.110      5.254  0  0   1220.000    -41.91     -4.34     41.61      2.21  34867  34891  2572  2540  0  0  0.001361  0.006754  0.006831
#  1281  吉林.热乔乙线  220  0  0.720192  3.572888  1.291322e-05  吉林.乔嘉变.220.2572   吉林.白城热电厂.220.2540    -41.087     -6.547     41.110      5.254  0  0   1220.000    -41.24     -4.35     41.01      2.21  34866  34892  2572  2540  0  0  0.001361  0.006754  0.006831
#  1282  吉林.江东甲线  220  0  0.758912  3.896200  1.365909e-05  吉林.江北变.220.2574   吉林.铁东变.220.2336     20.158     -8.404    -20.151      7.008  0  0    800.000     16.05     -9.17    -16.00      8.12  34895  34902  2574  2336  0  0  0.001435  0.007365  0.007226
#  1283  吉林.江东乙线  220  0  0.758912  3.968800  1.365909e-05  吉林.江北变.220.2574   吉林.铁东变.220.2336     19.828     -8.201    -19.822      6.804  0  0    800.000     16.60     -9.16    -16.44      8.08  34894  34903  2574  2336  0  0  0.001435  0.007502  0.007226
#  1284  吉林.热江甲线  220  0  0.063888  0.317504  1.152893e-06  吉林.吉林热电厂.220.2187   吉林.江北变.220.2574     74.290      7.532    -74.283     -7.619  0  0    800.000     71.66      5.80    -72.47     -6.45  34904  34897  2187  2574  0  0  0.000121  0.000600  0.000610
#  1285  吉林.热江乙线  220  0  0.063888  0.317504  1.152893e-06  吉林.吉林热电厂.220.2187   吉林.江北变.220.2574     74.290      7.532    -74.283     -7.619  0  0    800.000     70.13      5.33    -71.43     -6.60  34905  34896  2187  2574  0  0  0.000121  0.000600  0.000610
#  1286  吉林.江肥线  220  0  0.883300  4.382620  1.589669e-05  吉林.江北变.220.2574   吉林.化肥变.220.4222     31.502     17.346    -31.480    -18.897  0  0    800.000     31.88     17.24    -31.88    -19.24  34900  34906  2574  4222  0  0  0.001670  0.008285  0.008409
#  1287  吉林.松兴线  220  0  1.021724  7.740129  4.752066e-05  东北.松原站.220.2456   吉林.兴原变.220.2586     80.392      6.228    -80.270    -10.505  0  0   1200.000     79.07      6.16    -79.16    -10.94  34910  34914  2456  2586  0  0  0.001931  0.014632  0.025138
#  1288  吉林.兴前线  220  0  1.021724  7.740129  4.752066e-05  吉林.兴原变.220.2586   吉林.前郭变.220.2338     51.176      1.904    -51.126     -6.707  0  0   1200.000     50.98      2.57    -53.59     -6.42  34915  35068  2586  2338  0  0  0.001931  0.014632  0.025138
#  1289  吉林.东维乙线  220  0  0.532400  3.242800  9.917354e-06  吉林.维昌变.220.2282   吉林.铁东变.220.2336    -68.504    -14.926     68.554     14.193  0  0    845.000    -69.35    -15.56     68.87     13.49  34918  34920  2282  2336  0  0  0.001006  0.006130  0.005246
#  1290  吉林.团瞻线  220  0  2.704108  13.418415  4.865702e-05  吉林.团结风场.220.2588   东北.瞻榆站.220.2581     28.683      4.489    -28.638     -9.366  0  0   2000.000     28.61      3.70    -28.64     -8.43  34935  34933  2588  2581  0  0  0.005112  0.025366  0.025740
#  1291  吉林.新瞻线  220  0  1.695936  8.416276  3.057851e-05  吉林.新华风场.220.2591   东北.瞻榆站.220.2581     31.446     62.945    -31.282    -65.363  0  0   2000.000     31.49     62.09    -31.27    -64.16  34940  34934  2591  2581  0  0  0.003206  0.015910  0.016176
#  1292  吉林.隆瞻线  220  0  3.695824  18.341181  3.326447e-05  吉林.兴隆山风场.220.2595   东北.瞻榆站.220.2581      8.322      4.022     -8.315     -7.470  0  0    800.000      8.55      2.76     -8.04     -9.32  34950  34953  2595  2581  0  0  0.006986  0.034671  0.017597
#  1293  吉林.九米线  220  0  2.420000  14.008895  4.233677e-05  吉林.九台变.220.2239   吉林.米沙子变.220.2543     -7.707     -6.119      7.710      1.690  0  0    845.000     -8.60     -7.30      6.93      0.66  34998  34972  2239  2543  0  0  0.004575  0.026482  0.022396
#  1294  吉林.米德线  220  0  5.057800  30.126097  1.033058e-04  吉林.米沙子变.220.2543   吉林.德惠变.220.2395     59.556    -16.835    -59.202      8.055  0  0    845.000     56.43    -15.84    -56.45      8.93  34973  34999  2543  2395  0  0  0.009561  0.056949  0.054649
#  1295  东北.延平1号线  500  0  2.792500  31.345001  2.560000e-04  东北.延吉站.500.2576   东北.平安站.500.2408     -5.342    -33.278      5.357   -108.927  0  0   1600.000     -3.04    -28.42      0.60   -111.45  34976  33545  2576  2408  0  0  0.001013  0.011372  0.705600
#  1296  东北.延平2号线  500  0  2.792500  31.345001  2.560000e-04  东北.延吉站.500.2576   东北.平安站.500.2408     -5.342    -33.278      5.357   -108.927  0  0   1600.000     -3.04    -28.42      7.41   -111.50  34977  34990  2576  2408  0  0  0.001013  0.011372  0.705600
#  1297  吉林.珲延甲线  220  0  2.510024  17.000015  8.016735e-05  吉林.珲春厂.220.2295   东北.延吉站.220.2577      0.000      0.000      0.000      0.000  1  1   1200.000      0.00      0.00     -0.00      0.00  34986  34979  2295  2577  0  0  0.004745  0.032136  0.042409
#  1298  吉林.珲延乙线  220  0  2.520188  16.940001  8.016735e-05  吉林.珲春厂.220.2295   东北.延吉站.220.2577     40.976     40.435    -40.804    -47.741  0  0   1200.000     42.06     40.28    -42.06    -41.87  34987  34980  2295  2577  0  0  0.004764  0.032023  0.042409
#  1299  吉林.延延甲线  220  0  2.375956  9.679999  8.016735e-05  东北.延吉站.220.2577   吉林.延西变.220.4224     25.684    -27.520    -25.629     19.386  0  0   1200.000     24.40    -30.42    -24.40     24.80  34981  34988  2577  4224  0  0  0.004491  0.018299  0.042409
#  1300  吉林.延延乙线  220  0  2.375956  9.679999  8.016735e-05  东北.延吉站.220.2577   吉林.延西变.220.4224     25.684    -27.520    -25.629     19.386  0  0   1200.000     24.50    -29.86    -24.50     24.60  34982  34989  2577  4224  0  0  0.004491  0.018299  0.042409
#  1301  吉林.怀金乙线  220  0  0.780208  5.908672  3.614256e-05  吉林.怀德变.220.2597   东北.金城站.220.2535     46.521     24.415    -46.479    -27.958  0  0   1600.000     45.71     22.00    -47.46    -24.01  34991  34997  2597  2535  0  0  0.001475  0.011170  0.019119
#  1302  吉林.怀金甲线  220  0  0.780208  5.908672  3.614256e-05  吉林.怀德变.220.2597   东北.金城站.220.2535     46.521     24.415    -46.479    -27.958  0  0   1600.000     44.36     22.71    -45.79    -27.08  34992  34996  2597  2535  0  0  0.001475  0.011170  0.019119
#  1303  吉林.双怀乙线  220  0  5.120236  38.783890  2.372479e-04  吉林.双辽厂.220.2168   吉林.怀德变.220.2597     64.606      4.165    -64.193    -26.897  0  0   1600.000     65.04      0.77    -62.86    -25.00  35000  34994  2168  2597  0  0  0.009679  0.073315  0.125504
#  1304  吉林.双怀甲线  220  0  5.120236  38.783890  2.372479e-04  吉林.双辽厂.220.2168   吉林.怀德变.220.2597     64.606      4.165    -64.193    -26.897  0  0   1600.000     64.71      1.43    -63.50    -25.07  35001  34995  2168  2597  0  0  0.009679  0.073315  0.125504
#  1305  吉林.嘉九甲线  220  0  1.082224  9.099200  4.967975e-05  东北.龙嘉站.220.2477   吉林.九台变.220.2239     32.640      0.394    -32.618     -5.427  0  0    800.000     28.90      0.00    -28.90     -7.10  35004  35002  2477  2239  0  0  0.002046  0.017201  0.026281
#  1306  吉林.嘉九乙线  220  0  0.941380  8.470000  4.969008e-05  东北.龙嘉站.220.2477   吉林.九台变.220.2239     35.069      0.890    -35.047     -5.909  0  0    800.000     33.20     -1.21    -33.20     -4.90  35005  35003  2477  2239  0  0  0.001780  0.016011  0.026286
#  1307  吉林.井双线  220  0  0.971993  3.887972  1.348760e-05  吉林.井岗风场.220.2599   吉林.双辽厂.220.2168     -0.285      0.645      0.285     -2.141  0  0    700.000      0.00      1.12     -0.11     -3.25  35008  35010  2599  2168  0  0  0.001837  0.007350  0.007135
#  1308  吉林.祥梨甲线  220  0  4.719968  23.423180  8.496075e-05  吉林.祥生变.220.2601   吉林.梨明变.220.2553     -7.110      2.519      7.119    -11.705  0  0    800.000     -5.94      2.67      5.94    -11.22  35016  35011  2601  2553  0  0  0.008922  0.044278  0.044944
#  1309  吉林.祥梨乙线  220  0  4.719968  23.423180  8.496075e-05  吉林.祥生变.220.2601   吉林.梨明变.220.2553     -7.110      2.519      7.119    -11.705  0  0    800.000     -5.94      2.67      5.94    -11.00  35015  35012  2601  2553  0  0  0.008922  0.044278  0.044944
#  1310  吉林.梨祥线  220  0  5.871888  29.139704  1.056963e-04  东北.梨树站.220.2426   吉林.祥生变.220.2601      4.125     -9.023     -4.122     -2.457  0  0    845.000      3.52     -8.54     -3.52     -2.76  35022  35017  2426  2601  0  0  0.011100  0.055085  0.055913
#  1311  吉林.祥双线  220  0  1.357136  6.733892  2.442562e-05  吉林.祥生变.220.2601   吉林.双辽变.220.nd35021      0.000      0.000      0.000      0.000  1  1    845.000      0.00      0.00      0.00      0.00  35018  35021  2601  2286  0  -1  0.002565  0.012729  0.012921
#  1312  吉林.西永甲线  220  0  0.911856  6.908617  4.226033e-05  吉林.城西变.220.2345   吉林.永吉变.220.2605     14.278      0.035    -14.274     -4.424  0  0   1600.000     13.90     -0.40    -14.74     -3.48  35024  35052  2345  2605  0  0  0.001724  0.013060  0.022356
#  1313  吉林.西永乙线  220  0  0.911856  6.908617  4.226033e-05  吉林.城西变.220.2345   吉林.永吉变.220.2605     14.278      0.035    -14.274     -4.424  0  0   1600.000     13.70      0.50    -13.93     -4.29  35025  35053  2345  2605  0  0  0.001724  0.013060  0.022356
#  1314  吉林.三南乙线  220  0  0.780208  5.908672  3.614256e-05  吉林.三家子变.220.2444   吉林.南城变.220.2603     47.644    -20.130    -47.605     16.610  0  0    850.000     46.00    -21.00    -47.86     17.50  34698  35027  2444  2603  0  0  0.001475  0.011170  0.019119
#  1315  吉林.南长乙线  220  0  0.664048  3.440272  1.207645e-05  吉林.南城变.220.2603   吉林.长春变.220.2551     25.433     -1.043    -25.425     -0.190  0  0    850.000     28.57      0.00    -24.71     -2.15  35028  35051  2603  2551  0  0  0.001255  0.006503  0.006388
#  1316  吉林.南长甲线  220  0  0.664048  3.779072  1.207645e-05  吉林.南城变.220.2603   吉林.长春变.220.2551     23.228     -0.619    -23.221     -0.617  0  0    850.000     26.43     -3.93    -24.68     -1.87  35029  35050  2603  2551  0  0  0.001255  0.007144  0.006388
#  1317  吉林.三南甲线  220  0  0.780208  5.908672  3.614256e-05  吉林.三家子变.220.2444   吉林.南城变.220.2603     47.644    -20.130    -47.605     16.610  0  0    850.000     46.00    -20.00    -48.93     20.00  34699  35030  2444  2603  0  0  0.001475  0.011170  0.019119
#  1318  东北.通立线  220  0  3.469600  16.527000  5.565651e-05  东北.立竣站.220.4062   东北.通辽站.220.118      9.145     16.252     -9.115    -21.789  0  0    800.000      9.29     17.33     -9.01    -22.19  38714  29164  4062  118  0  0  0.006559  0.031242  0.029442
#  1319  吉林.竣梨线  220  0  12.522000  70.357002  2.079546e-04  东北.立竣站.220.4062   东北.梨树站.220.2426      0.000      0.000      0.000      0.000  1  1    800.000      0.00      0.00  ''  ''  38718  35067  4062  2426  0  0  0.023671  0.133000  0.110008
#  1320  吉林.220kV甄和线  220  0  3.520132  17.468044  6.335951e-05  吉林.甄峰风场.220.2607   吉林.和龙变.220.2185      7.780     -1.483     -7.776     -5.171  0  0   2000.000      8.05     -2.75     -8.28     -1.35  35079  35088  2607  2185  0  0  0.006654  0.033021  0.033517
#  1321  吉林.220kV春合甲线  220  0  0.623392  5.454196  3.333575e-05  吉林.春城变.220.2609   东北.合心站.220.2432    127.323     30.227   -127.120    -31.944  0  0   1700.000    126.54     30.52   -126.60    -30.81  35099  35109  2609  2432  0  0  0.001178  0.010310  0.017635
#  1322  吉林.220kV春合乙线  220  0  0.816992  5.454196  3.336777e-05  吉林.春城变.220.2609   东北.合心站.220.2432    127.772     25.639   -127.507    -27.376  0  0   1700.000    128.25     20.88   -129.94    -21.43  35098  35108  2609  2432  0  0  0.001544  0.010310  0.017652
#  1323  吉林.220kV热春甲线  220  0  0.636944  4.090284  2.502273e-05  吉林.春城变.220.2609   吉林.长春四热厂.220.2482   -159.451    -34.315    159.771     33.720  0  0   1700.000   -159.66    -30.07    159.76     27.93  35103  35106  2609  2482  0  0  0.001204  0.007732  0.013237
#  1324  吉林.220kV热春乙线  220  0  0.435600  4.090284  2.502273e-05  吉林.春城变.220.2609   吉林.长春四热厂.220.2482   -158.671    -42.247    158.893     41.679  0  0   1700.000   -157.71    -41.27    158.65     39.10  35104  35107  2609  2482  0  0  0.000823  0.007732  0.013237
